Product,Seller_ID,Item_Category,Subcategory_1,Subcategory_2,General_Rating,Listing_Date,Purchase_Date
P-10728,B-2825,jewelry,pendants lockets,unknown,3.9,12/12/18,12/17/21
P-11007,B-2923,jewelry,earrings,unknown,2.4,12/12/18,
P-4435,B-1168,jewelry,rings,unknown,1.1,1/1/19,5/5/21
P-5736,B-1517,jewelry,rings,unknown,4.8,1/1/19,5/17/21
P-9013,B-2307,jewelry,rings,unknown,1.6,1/1/19,7/14/21
P-3963,B-1020,jewelry,rings,unknown,2.1,1/1/19,8/16/21
P-8919,B-2307,jewelry,rings,unknown,3.6,1/1/19,11/7/21
P-1827,B-405,jewelry,rings,unknown,3.3,1/1/19,10/11/21
P-8911,B-2307,jewelry,rings,unknown,1.8,1/1/19,11/17/21
P-1897,B-405,jewelry,rings,unknown,3.8,1/1/19,12/5/21
P-5692,B-1517,jewelry,rings,unknown,1.6,1/1/19,11/8/21
P-5327,B-1419,jewelry,rings,unknown,3.1,1/1/19,2/1/21
P-5329,B-1419,jewelry,rings,unknown,1.2,1/1/19,4/23/21
P-5778,B-1517,jewelry,rings,unknown,3.2,1/1/19,7/11/21
P-9078,B-2326,jewelry,rings,unknown,2.6,1/1/19,7/12/21
P-9017,B-2307,jewelry,rings,unknown,4.7,1/1/19,7/11/21
P-4997,B-1315,jewelry,necklaces chains,necklaces,1.8,1/12/19,4/13/21
P-3702,B-947,jewelry,necklaces chains,necklaces,2.7,1/12/19,5/17/21
P-11987,B-3199,jewelry,necklaces chains,necklaces,3.1,1/12/19,10/10/21
P-12440,B-3311,jewelry,necklaces chains,necklaces,2.1,1/12/19,5/28/21
P-2960,B-755,jewelry,necklaces chains,necklaces,4.2,1/12/19,11/4/21
P-3570,B-920,jewelry,necklaces chains,necklaces,3.8,1/12/19,3/28/21
P-3411,B-879,jewelry,necklaces chains,necklaces,2.5,1/12/19,10/25/21
P-5457,B-1451,jewelry,necklaces chains,necklaces,1.7,1/12/19,3/3/21
P-4222,B-1088,jewelry,necklaces chains,necklaces,4,1/12/19,4/5/21
P-2835,B-734,jewelry,necklaces chains,necklaces,4.8,1/12/19,4/9/21
P-5336,B-1421,jewelry,necklaces chains,necklaces,1.7,1/12/19,2/16/21
P-5002,B-1317,jewelry,necklaces chains,necklaces,1.1,1/12/19,1/17/21
P-4535,B-1198,jewelry,necklaces chains,necklaces,4.4,1/12/19,10/29/21
P-4743,B-1260,jewelry,necklaces chains,necklaces,3.8,1/12/19,12/25/21
P-3038,B-785,jewelry,necklaces chains,necklaces,5,1/12/19,10/15/21
P-5308,B-1417,jewelry,necklaces chains,necklaces,4.7,1/12/19,2/26/21
P-5505,B-1466,jewelry,necklaces chains,necklaces,3.5,1/12/19,10/3/21
P-11989,B-3199,jewelry,necklaces chains,necklaces,2.6,1/12/19,12/22/21
P-12476,B-3329,jewelry,necklaces chains,necklaces,4.4,1/12/19,10/5/21
P-12445,B-3311,jewelry,necklaces chains,necklaces,1.3,1/12/19,5/28/21
P-11949,B-3197,jewelry,jewelry sets,unknown,2.7,4/1/19,12/5/21
P-5715,B-1517,jewelry,rings,unknown,1.4,6/1/19,6/2/21
P-5741,B-1517,jewelry,rings,unknown,3.2,6/1/19,6/22/21
P-2343,B-557,jewelry,rings,unknown,4,6/1/19,2/4/21
P-5715,B-1517,jewelry,rings,unknown,1.4,6/1/19,2/6/21
P-2817,B-730,jewelry,necklaces chains,necklaces,4.5,10/3/19,
P-8390,B-2204,jewelry,earrings,unknown,1.9,12/12/19,8/25/21
P-8200,B-2168,jewelry,earrings,unknown,1.9,12/12/19,3/12/21
P-6434,B-1674,jewelry,bangles bracelets armlets,bracelets,1.1,12/20/19,2/12/21
P-8952,B-2307,jewelry,rings,unknown,4.1,1/1/20,3/23/21
P-1841,B-405,jewelry,rings,unknown,1.3,1/1/20,6/8/21
P-8931,B-2307,jewelry,rings,unknown,2.2,1/1/20,6/21/21
P-9004,B-2307,jewelry,rings,unknown,3.5,1/1/20,12/6/21
P-5368,B-1431,jewelry,rings,unknown,3.1,1/1/20,1/24/21
P-3961,B-1020,jewelry,rings,unknown,4.1,1/1/20,3/1/21
P-244,B-71,jewelry,jewelry sets,unknown,3.7,1/1/20,1/23/21
P-9082,B-2326,jewelry,rings,unknown,3.2,1/1/20,2/17/21
P-8973,B-2307,jewelry,rings,unknown,1.6,1/1/20,11/23/21
P-8955,B-2307,jewelry,rings,unknown,4.6,1/1/20,10/23/21
P-3979,B-1020,jewelry,rings,unknown,1.3,1/1/20,8/11/21
P-5379,B-1431,jewelry,rings,unknown,3.3,1/1/20,7/16/21
P-1884,B-405,jewelry,rings,unknown,3.3,1/1/20,8/6/21
P-5720,B-1517,jewelry,rings,unknown,2.8,1/1/20,2/8/21
P-1834,B-405,jewelry,rings,unknown,3.1,1/1/20,6/29/21
P-9818,B-2564,jewelry,rings,unknown,4.5,1/1/20,5/2/21
P-8965,B-2307,jewelry,rings,unknown,2.5,1/1/20,9/13/21
P-9007,B-2307,jewelry,rings,unknown,3.1,1/1/20,3/15/21
P-8937,B-2307,jewelry,rings,unknown,4,1/1/20,6/2/21
P-9076,B-2326,jewelry,rings,unknown,1.8,1/1/20,7/12/21
P-12331,B-3281,jewelry,pendants lockets,yellow chimes butterfly fairy alloy,1.4,2/5/20,12/13/21
P-1722,B-359,jewelry,bangles bracelets armlets,bracelets,1.1,3/3/20,7/27/21
P-7188,B-1924,jewelry,bangles bracelets armlets,bracelets,4.3,4/1/20,8/2/21
P-1858,B-405,jewelry,rings,unknown,3.7,6/1/20,4/13/21
P-2362,B-563,jewelry,precious jewelry,classyworld brass cufflink silver 01,2.4,10/5/20,4/11/21
P-4957,B-1310,jewelry,pendants lockets,inaya yellow gold nak brass pendant set,4.1,11/3/20,
P-1281,B-210,jewelry,pendants lockets,aria rhodium sterling silver pendant,1.9,11/3/20,11/15/21
P-10807,B-2863,jewelry,bangles bracelets armlets,bracelets,1.7,12/6/20,9/25/21
P-1046,B-144,jewelry,rings,amantran jewels om shaped silver zircon sterling,1,5/1/18,6/19/21
P-8905,B-2305,jewelry,nose rings studs,radhesh creation crystal yellow gold plated bras,4,3/14/20,3/22/21
P-9276,B-2395,jewelry,necklaces chains,necklaces,2.5,4/15/14,8/13/21
P-2699,B-697,jewelry,mangalsutras tanmaniyas,decon alloy mangalsutra,3,6/17/15,12/4/21
P-5450,B-1446,jewelry,necklaces chains,chains,4.2,6/17/15,6/22/21
P-1207,B-191,jewelry,accessories,brooches,2,5/19/16,8/23/21
P-9709,B-2527,jewelry,accessories,brooches,4.9,5/19/16,2/22/21
P-7090,B-1881,jewelry,accessories,brooches,1.6,5/19/18,9/14/21
P-4176,B-1080,jewelry,bangles bracelets armlets,bracelets,4.3,12/20/12,11/16/21
P-5888,B-1543,jewelry,bangles bracelets armlets,bracelets,1.8,12/20/12,5/30/21
P-2582,B-649,jewelry,bangles bracelets armlets,bracelets,3,12/20/12,2/2/21
P-12420,B-3303,jewelry,bangles bracelets armlets,bracelets,1.9,12/20/12,10/16/21
P-5340,B-1421,jewelry,bangles bracelets armlets,bracelets,1.2,12/20/12,5/18/21
P-11884,B-3197,jewelry,jewelry sets,unknown,1.5,12/20/12,7/31/21
P-4346,B-1129,jewelry,bangles bracelets armlets,bangles,4,12/20/12,8/8/21
P-76,B-11,jewelry,bangles bracelets armlets,bracelets,1.6,12/20/13,7/21/21
P-9561,B-2478,jewelry,bangles bracelets armlets,bracelets,1.5,12/20/13,9/19/21
P-4505,B-1193,jewelry,bangles bracelets armlets,bangles,1.8,12/20/13,6/28/21
P-11598,B-3108,jewelry,bangles bracelets armlets,bracelets,4,12/20/14,1/18/21
P-298,B-80,jewelry,bangles bracelets armlets,bangles,2.2,12/20/14,9/9/21
P-10074,B-2658,jewelry,bangles bracelets armlets,bracelets,2.4,12/20/15,7/26/21
P-1720,B-359,jewelry,bangles bracelets armlets,bracelets,3.4,12/20/15,8/7/21
P-5280,B-1409,jewelry,bangles bracelets armlets,bracelets,2.4,12/20/15,10/15/21
P-5049,B-1331,jewelry,bangles bracelets armlets,bangles,1.7,12/20/15,2/22/21
P-9453,B-2439,jewelry,bangles bracelets armlets,bangles,3.5,12/20/15,12/22/21
P-2584,B-649,jewelry,bangles bracelets armlets,bangles,1.7,12/20/15,10/19/21
P-4259,B-1105,jewelry,bangles bracelets armlets,bracelets,3.2,12/20/17,11/13/21
P-5355,B-1427,jewelry,bangles bracelets armlets,bangles,4.4,12/20/17,1/4/21
P-2909,B-748,jewelry,bangles bracelets armlets,bracelets,2.1,12/20/18,3/31/21
P-3043,B-786,jewelry,bangles bracelets armlets,bracelets,3.9,12/20/18,4/15/21
P-9275,B-2394,jewelry,bangles bracelets armlets,bracelets,5,12/20/18,12/21/21
P-7580,B-2025,jewelry,bangles bracelets armlets,bracelets,1.8,12/20/19,3/12/21
P-12419,B-3303,jewelry,bangles bracelets armlets,bracelets,4.3,12/20/19,2/19/21
P-6707,B-1770,jewelry,necklaces chains,chains,4.4,6/21/15,
P-10038,B-2638,jewelry,pendants lockets,silvesto india stone pendant,3.3,5/22/16,6/10/21
P-5392,B-1437,jewelry,necklaces chains,necklaces,1.6,6/22/16,3/5/21
P-1206,B-191,jewelry,accessories,brooches,3.1,4/23/18,7/29/21
P-3896,B-1004,jewelry,rings,frabjous sterling silver toe ring set,4.5,3/25/14,9/7/21
P-5001,B-1316,jewelry,bangles bracelets armlets,bangles,2.6,3/26/18,9/29/21
P-3602,B-931,jewelry,accessories,brooches,3.6,2/28/13,4/21/21
P-4440,B-1169,jewelry,accessories,brooches,4.3,2/28/13,9/30/21
P-9505,B-2459,jewelry,accessories,brooches,1.1,2/28/13,7/1/21
P-1122,B-167,jewelry,accessories,brooches,3.1,2/28/14,8/3/21
P-2890,B-744,jewelry,accessories,brooches,1.2,2/28/15,7/31/21
P-1208,B-191,jewelry,accessories,brooches,1.9,2/28/16,12/12/21
P-12127,B-3235,jewelry,accessories,brooches,4.6,2/28/17,4/6/21
P-1497,B-276,jewelry,accessories,brooches,3.5,2/28/17,8/21/21
P-1205,B-191,jewelry,accessories,brooches,2.2,2/28/18,11/7/21
P-9811,B-2563,jewelry,accessories,brooches,2.4,2/28/18,6/29/21
P-1498,B-276,jewelry,accessories,brooches,1.4,2/28/19,11/15/21
P-7967,B-2119,jewelry,accessories,brooches,2.2,2/28/20,6/1/21
P-11644,B-3123,jewelry,accessories,brooches,2.9,2/28/20,9/9/21
P-6751,B-1793,jewelry,rings,manirathnum manirathnum garnet gemstone silver r,1.7,3/28/16,9/22/21
P-6750,B-1793,jewelry,rings,manirathnum manirathnum black star gemstone silv,4.5,3/28/16,8/8/21
P-6752,B-1793,jewelry,rings,manirathnum manirathnum garnet peridot gemston,1.8,3/28/16,6/11/21
P-6758,B-1793,jewelry,rings,manirathnum ruby gemstone silver ring sterling s,1.1,3/28/20,4/8/21
P-7581,B-2025,jewelry,bangles bracelets armlets,bracelets,2.1,12/29/12,8/4/21
P-9476,B-2449,jewelry,bangles bracelets armlets,bangles,3.8,12/29/14,1/29/21
P-1913,B-405,jewelry,bangles bracelets armlets,bracelets,2.8,12/29/17,1/5/21
P-11643,B-3123,jewelry,bangles bracelets armlets,bangles,3.3,12/30/13,5/3/21
P-2661,B-673,jewelry,bangles bracelets armlets,bangles,5,12/30/13,9/28/21
P-10222,B-2710,jewelry,bangles bracelets armlets,bangles,5,12/30/13,11/16/21
P-11882,B-3197,jewelry,bangles bracelets armlets,bangles,1.3,12/30/13,5/26/21
P-2357,B-560,jewelry,bangles bracelets armlets,bangles,4.4,12/30/13,11/3/21
P-1649,B-338,jewelry,bangles bracelets armlets,bangles,2.7,12/30/14,1/3/21
P-9858,B-2580,jewelry,bangles bracelets armlets,bangles,1.3,12/30/14,7/13/21
P-11847,B-3187,jewelry,bangles bracelets armlets,bangles,4.7,12/30/14,
P-11041,B-2929,jewelry,bangles bracelets armlets,bangles,4,12/30/14,4/15/21
P-4933,B-1302,jewelry,bangles bracelets armlets,bangles,2.7,12/30/15,8/4/21
P-8164,B-2151,jewelry,bangles bracelets armlets,bangles,5,12/30/15,8/8/21
P-2431,B-581,jewelry,bangles bracelets armlets,bangles,3.1,12/30/16,10/31/21
P-11845,B-3187,jewelry,bangles bracelets armlets,bangles,2.1,12/30/16,1/30/21
P-12085,B-3222,jewelry,bangles bracelets armlets,bangles,3.1,12/30/16,1/29/21
P-7191,B-1925,jewelry,bangles bracelets armlets,bangles,3.4,12/30/16,1/29/21
P-11846,B-3187,jewelry,bangles bracelets armlets,bangles,3.4,12/30/17,10/5/21
P-190,B-49,jewelry,bangles bracelets armlets,bangles,4.3,12/30/17,10/15/21
P-5622,B-1496,jewelry,bangles bracelets armlets,bangles,2.4,12/30/17,2/8/21
P-3592,B-926,jewelry,bangles bracelets armlets,bangles,3.1,12/30/18,8/31/21
P-9852,B-2577,jewelry,bangles bracelets armlets,bangles,3.5,12/30/18,2/18/21
P-6669,B-1754,jewelry,bangles bracelets armlets,bangles,1.9,12/30/18,10/23/21
P-10689,B-2807,jewelry,bangles bracelets armlets,bangles,3.1,12/30/18,8/6/21
P-11575,B-3094,jewelry,bangles bracelets armlets,bangles,4.1,12/30/18,9/6/21
P-10693,B-2807,jewelry,bangles bracelets armlets,bangles,2.6,12/30/19,6/11/21
P-11039,B-2929,jewelry,bangles bracelets armlets,bangles,5,12/30/19,4/20/21
P-11869,B-3192,jewelry,bangles bracelets armlets,bangles,3.1,12/30/19,5/4/21
P-12376,B-3296,jewelry,bangles bracelets armlets,bangles,2.4,12/31/12,4/25/21
P-2129,B-478,jewelry,jewelry sets,unknown,5,12/31/12,11/17/21
P-7583,B-2026,jewelry,necklaces chains,necklaces,4,12/31/12,6/3/21
P-1691,B-349,jewelry,jewelry sets,unknown,4.4,12/31/14,3/18/21
P-5297,B-1414,jewelry,bangles bracelets armlets,bangles,3.8,12/31/14,9/25/21
P-11796,B-3172,jewelry,nose rings studs,unknown,3.1,12/31/14,10/31/21
P-11574,B-3094,jewelry,bangles bracelets armlets,bangles,2.9,12/31/14,7/3/21
P-11797,B-3172,jewelry,nose rings studs,unknown,1.4,12/31/16,12/20/21
P-4935,B-1303,jewelry,bangles bracelets armlets,bangles,4.7,12/31/16,10/28/21
P-1257,B-206,jewelry,jewelry sets,unknown,3.5,12/31/16,
P-274,B-78,jewelry,jewelry sets,unknown,2.7,12/31/16,4/27/21
P-12465,B-3322,jewelry,bangles bracelets armlets,bangles,4.2,12/31/18,5/11/21
P-9474,B-2448,jewelry,bangles bracelets armlets,bangles,4,12/31/18,10/10/21
P-10221,B-2710,jewelry,bangles bracelets armlets,bangles,1.8,12/31/18,10/12/21
P-6111,B-1614,jewelry,bangles bracelets armlets,bangles,4.9,12/31/19,7/25/21
P-5631,B-1501,kitchen dining,kitchen tools,kalpaveda copper bowl gold pack of 1,3.6,10/5/14,1/20/21
P-5928,B-1559,clothing,accessories,killys men s solid no show socks,2.9,10/5/17,4/8/21
P-5209,B-1380,kitchen dining,cookware,pots pans,4.3,1/12/12,5/2/21
P-5866,B-1533,kitchen dining,kitchen tools,kitchen implements,1.2,1/12/12,6/9/21
P-8713,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,1.7,1/12/12,10/23/21
P-11359,B-3016,kitchen dining,kitchen tools,kitchen implements,1.8,1/12/12,1/1/22
P-8618,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.9,1/12/12,6/10/21
P-8705,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5,1/12/12,
P-9399,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.5,1/12/12,5/4/21
P-8075,B-2134,kitchen dining,cookware,pots pans,2.5,1/6/13,10/10/21
P-10744,B-2830,kitchen dining,cookware,pots pans,3.1,1/12/13,12/17/21
P-10593,B-2776,kitchen dining,kitchen tools,kitchen implements,1.1,1/12/13,7/31/21
P-7654,B-2044,kitchen dining,kitchen tools,kitchen implements,3.6,1/12/13,11/22/21
P-8630,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.7,1/12/13,10/18/21
P-8586,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.3,1/12/13,9/28/21
P-8691,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4,1/12/13,10/26/21
P-8716,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,2.5,1/12/13,8/12/21
P-8721,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,2.3,1/12/13,1/5/21
P-8637,B-3078,kitchen dining,coffee mugs,printland coffee mugs,5,1/12/13,
P-9393,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.8,1/12/13,11/14/21
P-9347,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.5,1/12/13,5/30/21
P-8685,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4.9,1/12/13,2/5/21
P-9338,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.2,1/12/13,11/27/21
P-7370,B-1979,kitchen dining,cookware,pots pans,4,1/12/13,1/25/21
P-9370,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.6,1/12/13,2/19/21
P-4042,B-1045,kitchen dining,cookware,pots pans,3.1,1/12/13,12/7/21
P-7714,B-3078,kitchen dining,containers bottles,bottles sippers,3.9,12/12/13,8/7/21
P-9051,B-3078,kitchen dining,coffee mugs,rajesh digital coffee mugs,4,1/12/14,8/31/21
P-10740,B-2830,kitchen dining,cookware,pots pans,5,1/12/14,1/6/21
P-2654,B-668,kitchen dining,cookware,pots pans,1.8,1/12/14,10/27/21
P-8759,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5,1/12/14,5/14/21
P-8181,B-2161,kitchen dining,cookware,pots pans,5,1/12/14,11/12/21
P-7016,B-1854,kitchen dining,cookware,pots pans,3.4,1/12/14,9/24/21
P-8183,B-2165,kitchen dining,kitchen tools,kitchen implements,3.2,1/12/14,12/30/21
P-8745,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5,1/12/14,7/2/21
P-9355,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.9,1/12/15,5/25/21
P-8737,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4.5,1/12/15,3/13/21
P-9397,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.4,1/12/15,6/15/21
P-8728,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5,1/12/15,8/22/21
P-7049,B-3078,kitchen dining,containers bottles,bottles sippers,3.5,3/12/15,10/15/21
P-11626,B-3119,kitchen dining,coffee mugs,value bay coffee mugs,1.5,3/19/15,7/16/21
P-8083,B-2135,kitchen dining,palakz kitchen dining,palakz printed foldable storage stool multicolor,4.5,10/5/15,8/7/21
P-6079,B-1598,kitchen dining,tableware cutlery,tableware,2,11/3/15,12/29/21
P-8725,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,2.8,1/12/16,6/6/21
P-4390,B-1143,kitchen dining,kitchen tools,kitchen implements,3.1,1/12/16,12/21/21
P-8619,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.2,1/12/16,4/24/21
P-1775,B-384,kitchen dining,cookware,pots pans,2.3,1/12/16,7/25/21
P-9353,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.3,1/12/16,5/31/21
P-9995,B-2619,kitchen dining,cookware,pots pans,3.7,1/12/16,5/12/21
P-8604,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.6,1/12/16,10/26/21
P-8605,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.8,1/12/17,9/29/21
P-8712,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,1.9,1/12/17,4/20/21
P-9365,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.6,1/12/17,12/28/21
P-9376,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.1,1/12/17,5/31/21
P-8707,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,3.2,1/12/17,10/3/21
P-7014,B-1854,kitchen dining,cookware,pots pans,1,1/12/17,11/16/21
P-5932,B-1561,kitchen dining,kitchen tools,kitchen implements,4.7,1/12/17,2/12/21
P-9377,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.5,1/12/17,1/18/21
P-10554,B-2766,kitchen dining,cookware,pots pans,1.5,1/12/17,7/16/21
P-9388,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.4,1/12/17,7/24/21
P-8671,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,1.6,1/12/17,2/6/21
P-6068,B-1594,kitchen dining,cookware,pots pans,2.7,7/1/17,11/26/21
P-11244,B-2971,kitchen dining,cookware,pots pans,5,1/12/18,10/10/21
P-8620,B-3078,kitchen dining,coffee mugs,printland coffee mugs,4.2,1/12/18,10/13/21
P-8646,B-3078,kitchen dining,coffee mugs,printland coffee mugs,1.4,1/12/18,6/6/21
P-9390,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.2,1/12/18,
P-8612,B-3078,kitchen dining,coffee mugs,printland coffee mugs,1.1,1/12/18,1/11/21
P-7789,B-2071,kitchen dining,cookware,pots pans,1.7,1/12/18,10/5/21
P-9391,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.6,1/12/18,6/12/21
P-2808,B-725,kitchen dining,kitchen tools,kitchen implements,1.9,1/12/18,11/15/21
P-8514,B-2245,kitchen dining,pressure cookers pans,prestige pressure cookers pans,3,3/12/18,11/9/21
P-9346,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.6,1/12/19,10/24/21
P-2809,B-725,kitchen dining,kitchen tools,kitchen implements,2.7,1/12/19,10/16/21
P-9258,B-3078,kitchen dining,coffee mugs,returnfavors coffee mugs,2.2,1/12/19,2/11/21
P-9341,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.7,1/12/19,4/6/21
P-8587,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.9,1/12/19,11/27/21
P-7357,B-1973,kitchen dining,kitchen tools,kitchen implements,1.2,2/3/19,5/7/21
P-10548,B-2761,kitchen dining,bar glassware,bar glasses,2.1,10/6/19,11/18/21
P-10173,B-2698,kitchen dining,tableware cutlery,tableware,3.6,1/1/20,11/4/21
P-6639,B-1741,kitchen dining,dinnerware crockery,cups saucers,1.5,6/14/17,
P-4221,B-1087,kitchen dining,bar glassware,bar glasses,1.5,4/16/13,9/15/21
P-3453,B-897,kitchen dining,bar glassware,bar glasses,4.3,4/16/15,8/23/21
P-4219,B-1087,kitchen dining,bar glassware,bar glasses,4.7,4/16/16,8/19/21
P-7574,B-2024,kitchen dining,cookware,pots pans,4.4,6/17/17,7/23/21
P-2098,B-468,kitchen dining,consumables disposables,bowls,2.5,4/19/13,8/14/21
P-496,B-119,kitchen dining,coffee mugs,akup coffee mugs,3.8,3/20/15,1/14/21
P-492,B-119,kitchen dining,coffee mugs,akup coffee mugs,2.2,3/20/17,7/18/21
P-490,B-119,kitchen dining,coffee mugs,akup coffee mugs,4.1,3/20/19,10/28/21
P-484,B-119,kitchen dining,coffee mugs,akup coffee mugs,4.4,3/20/19,12/19/21
P-479,B-119,kitchen dining,coffee mugs,akup coffee mugs,1.1,3/20/20,1/4/21
P-11659,B-3130,kitchen dining,cookware,steamers idli makers,4.3,3/22/15,1/19/21
P-3417,B-882,kitchen dining,housekeeping laundry,bathroom accessories,4.5,3/22/17,10/13/21
P-4033,B-1039,kitchen dining,coffee mugs,g g coffee mugs,1.2,3/23/13,1/23/21
P-4858,B-1278,kitchen dining,kitchen tools,choppers peelers,3.9,2/24/19,7/15/21
P-10663,B-2797,kitchen dining,coffee mugs,stylestuffs coffee mugs,3.5,6/26/18,10/15/21
P-7915,B-2113,kitchen dining,lighting,bulbs,5,12/31/12,3/12/21
P-3907,B-1008,kitchen dining,lighting,bulbs,2.6,12/31/12,6/17/21
P-11997,B-3200,kitchen dining,lighting,bulbs,1.5,12/31/12,2/26/21
P-4048,B-1048,kitchen dining,lighting,bulbs,1.3,12/31/17,6/16/21
P-7914,B-2112,kitchen dining,lighting,bulbs,1.5,12/31/19,
P-6321,B-1647,clothing,men s clothing,laser x checkered men s boxer pack of 4,3.7,5/5/18,4/15/21
P-6449,B-1680,clothing,women s clothing,libas printed women s anarkali kurta,4.7,5/4/16,12/29/21
P-6481,B-1695,clothing,kid infant clothing,lilliput top baby girl s combo,2,3/4/16,12/10/21
P-6807,B-1813,clothing,women s clothing,masara solid women s straight kurta,3,5/4/16,4/24/21
P-6813,B-1815,clothing,accessories,mast harbour black synthetic clutch,1.8,4/4/16,1/16/21
P-7089,B-1880,clothing,women s clothing,miss wow slim fit women s blue jeans,1.5,10/5/17,4/14/21
P-3273,B-850,mobiles accessories,tablet accessories,cases covers,4.7,1/1/13,
P-4667,B-1237,mobiles accessories,tablet accessories,cases covers,1.3,1/1/13,2/10/21
P-1933,B-410,mobiles accessories,tablet accessories,cases covers,2.3,7/1/13,1/1/21
P-1452,B-258,mobiles accessories,mobile accessories,headphones,3.4,11/3/13,8/21/21
P-11349,B-3013,mobiles accessories,mobile accessories,screen protectors,2.7,12/3/13,1/16/21
P-2005,B-432,mobiles accessories,tablet accessories,cases covers,3.8,1/1/14,4/11/21
P-9327,B-2415,mobiles accessories,tablet accessories,cases covers,4,1/1/14,5/10/21
P-2140,B-482,mobiles accessories,tablet accessories,cases covers,3.7,1/1/14,9/22/21
P-5983,B-1569,mobiles accessories,mobile accessories,mobile pouches,1.9,5/3/14,3/4/21
P-8783,B-2265,mobiles accessories,mobile accessories,screen protectors,1.9,12/3/14,11/26/21
P-7547,B-15,mobiles accessories,mobile accessories,screen protectors,5,12/12/14,
P-2647,B-667,mobiles accessories,tablet accessories,cases covers,4.6,1/1/15,
P-1926,B-410,mobiles accessories,tablet accessories,cases covers,4.7,1/1/15,1/17/21
P-7036,B-1859,mobiles accessories,tablet accessories,cases covers,1.6,1/1/15,4/26/21
P-3275,B-850,mobiles accessories,tablet accessories,cases covers,4,1/1/15,12/28/21
P-11412,B-3036,mobiles accessories,tablet accessories,cases covers,4.3,1/1/15,12/22/21
P-3276,B-850,mobiles accessories,tablet accessories,cases covers,1.5,1/1/15,9/28/21
P-7927,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,4.6,2/4/15,1/25/21
P-4860,B-1279,mobiles accessories,mobile accessories,mobile pouches,1,7/1/15,8/28/21
P-7111,B-1894,mobiles accessories,mobile accessories,chargers,4.3,7/3/15,3/15/21
P-10783,B-2852,mobiles accessories,mobile accessories,cables,5,12/12/15,7/18/21
P-5836,B-1525,mobiles accessories,tablet accessories,cases covers,3.4,1/1/16,12/23/21
P-2846,B-736,mobiles accessories,tablet accessories,cases covers,4,1/1/16,5/20/21
P-4889,B-1292,mobiles accessories,tablet accessories,cases covers,1.3,1/1/16,7/11/21
P-4669,B-1237,mobiles accessories,tablet accessories,cases covers,4.5,1/1/17,10/28/21
P-7972,B-2121,mobiles accessories,tablet accessories,cases covers,3.7,1/1/17,1/18/21
P-10125,B-2690,mobiles accessories,mobile accessories,car accessories,1.9,1/12/17,
P-10018,B-2632,mobiles accessories,mobile accessories,headphones,3.2,7/1/17,8/20/21
P-3103,B-797,mobiles accessories,mobile accessories,headphones,3.6,11/3/17,8/17/21
P-10626,B-2784,mobiles accessories,mobile accessories,cables,1.2,12/12/17,3/20/21
P-5085,B-1346,mobiles accessories,tablet accessories,cases covers,2.9,1/1/18,5/11/21
P-1113,B-166,mobiles accessories,tablet accessories,cases covers,1.9,1/1/18,8/21/21
P-7925,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,2,2/4/18,1/4/21
P-389,B-88,mobiles accessories,mobile accessories,car accessories,3.8,3/3/18,9/28/21
